,Date Posted,Text,Label
40,3/3/2020,thousands of intensive care patients to be tested for covid-19 ,1
41,3/3/2020,new diagnoses in several states pushed the tally of covid-19 cases past 100 and new hampshire reported its first case raising the total of affected states to 11 coronavirus unitedstates ,1
42,3/3/2020,according to the who there are 89527 confirmed covid-19 cases and 3056 deaths reported globally in 67 countries coronavirus world ,1
43,3/3/2020,worldwide 1952 new covid-19 cases reported on tuesday bringing the total number of cases in the country to 92275 diu report ,1
44,3/3/2020,an italian tourist who landed here on february 29 was tested positive for covid-19 in his second medical examination coronavirus ,1
45,3/4/2020,majority of retired nhs staff dont want to return to tackle covid-19 crisis ,1
46,3/4/2020,coronavirus can mask really protect you from covid-19 read here to know ,1
47,3/4/2020,hyderabad 45 of the 47 collected samples test negative listen in to itvideo coronavirus covid19 ,1
48,3/4/2020,how prepared is delhi government to battle coronavirus outbreak itvideo covid19 coronaalert ,1
49,3/4/2020,coronavirus covid19 thermal screening at various airports in india ,1
50,3/4/2020,coronavirus is there a need to panic heres what dr rodrico ofrin of who has to say itvideo covid19 coronaalert ,1
51,3/4/2020,delhi cm arvind kejriwal says currently two labs are in delhi to test the virus itvideo covid19 coronavirus ,1
52,3/4/2020,coronavirus what is covid-19 how it spreads itvideo covid19 ,1
53,3/4/2020,rahul gandhi should be screened for coronavirus says bjp minister itvideo covid19 ,1
54,3/4/2020,coronavirus screening takes place on airports india todays ,1
55,3/4/2020,health minister review meeting to take place today coronavirus remains prime focus itvideo covid19 ,1
56,3/4/2020,after pm modi union minister ,1
57,3/4/2020,watch with new cases of covid-19 being confirmed in india the health ministry has stepped up efforts to check the spread of the virus heres a list of dos and donts released by the health ministry coronaalert coronavirus ,1
58,3/4/2020,live 15 italian tourists and one indian driver have tested positive for covid19 they were part of the same group as an italian couple tested positive for covid-19 in rajasthan ,1
59,3/5/2020,hcps the coca call today at 2 pm et will also be available on cocas facebook profile via facebook live topic what clinicians need to know to prepare for covid-19 in the us learn more about the event at ,1
60,3/5/2020,the number of coronavirus cases in india climbed to 30 after a ghaziabad man tested positive for covid-19 who recently travelled to iran watch this report for a detailed understanding of this deadly virus indepth with ,1
61,3/5/2020,paytm employee tests positive for covid-19 listen in to india todays coronavirus itvideo ,1
62,3/5/2020,watch regular surveillance initiated across the country for all cases having travel history from covid-19 affected countries union health minister harsh vardhan amid coronavirus outbreak ,1
63,3/5/2020,the rupee snapped its four-session losing run on thursday to close 6 paise higher at 7333 against the us dollar amid hopes that efforts by countries and global agencies would offset financial damage from covid-19 outbreak rupee covid19 coronavirus ,1
64,3/5/2020,an isolation ward containing 14 beds has been set up at ndmc-run bara hindurao hospital in new delhi for coronavirus covid-19 patients north delhi mayor avtar singh said on thursday ndmc coronavirus covid19 ,1
65,3/5/2020,giving up most early gains equity benchmark sensex ended 6113 points higher on thursday as domestic investors weighed the impact of rising coronavirus cases in the country sensex covid-19 coronavirus ,1
66,3/5/2020,though the common man in adilabad town has no reason to suspect the arrival of covid-19 in adilabad there is a lot of buzz generated here thanks to the attention that the social media has bestowed upon it covid19 coronavirus adilabad ,1
67,3/5/2020,letter provides detailed instructions on methods which will help to prevent the spread of not only covid-19 but also other communicable diseases particularly flu-like illnesses coronavirusinindia,1
68,3/5/2020,almost 300 million students worldwide faced weeks at home with italy and india the latest to shut schools over covid-19 outbreak covid19 coronavirus schools ,1
69,3/5/2020,a dog has a low-level coronavirus infection but dont panic about covid19 in pets experts say ,1
70,3/5/2020,two more people hospitalized with covid19 in new york city live updates ,1
71,3/6/2020,gps told to switch to digital consultations to combat covid-19 ,1
72,3/6/2020,dont touch your face website watches you to help you avoid covid-19 ,1
73,3/6/2020,as world battles covid-19 who says no time for excuses coronavirus ,1
74,3/6/2020,this is a critical moment in the growing outbreak of covid-19 in king county the county said in a statement coronavirus ,1
75,3/6/2020,$2 billion needed to develop covid-19 shot says epidemic response group ,1
76,3/6/2020,amid reports of the covid-19 outbreak in china affecting the indian pharma industry union chemicals and fertilizers minister sadanand gowda on thursday said there is no shortage of active pharmaceutical ingredients covid19 china pharmaceuticals,1
77,3/6/2020,covid19 live updates australia ordered its first school closure on friday after a 16-year-old pupil tested positive for the covid-19 ,1
78,3/7/2020,coronavirus uk total infected with covid-19 passes 200 ,1
79,3/7/2020,un rights chief michelle bachelet said the response to covid-19 must place human dignity and rights at its centre ,1
80,3/7/2020,covid-19 according to johns hopkins coronavirus tracker at least 299 cases of coronavirus have been detected in the us ,1
81,3/7/2020,covid-19 more than 100300 people have been infected globally by coronavirus according to a reuters tally based on statements from health ministries and government officials click the link below for live updates ,1
82,3/7/2020,covid-19 a 76-year-old tourist from the united states tested positive for coronavirus in bhutan triggering alarm in assam where he spent a considerable time before visiting the himalayan country ,1
83,3/7/2020,coronavirus in the wake of covid-19 cases in various parts of the country mataamritanandamayi has stopped her daily darshan till further notice following instructions from the health department ,1
84,3/7/2020,covid-19 there were 99 fresh cases of infection in china according to the national health commission with a rise in new coronavirus cases outside the virus epicentre of hubei province for a third consecutive day ,1
85,3/7/2020,covid-19 india has finally shared two whole genome sequence data of the novel coronavirus sars-cov-2 with the global initiative on sharing all influenza data gisaid ,1
86,3/7/2020,just in two foreign nationals were quarantined in goa medical college and hospital for suspected exposure to the novel coronavirus covid-19 a senior state health department official said,1
87,3/7/2020,confirmed coronavirus covid-19 cases in india go up to 34 officials,1
88,3/8/2020,older adults & ppl w/ severe chronic medical conditions like heart lung or kidney disease seem to be at higher risk for more serious covid-19 illness learn ways to support older adults in your family & community if there is a covid19 outbreak ,1
89,3/8/2020,prevention actions for covid19 include ¢ routinely clean/disinfect frequently touched surfaces and objects ¢ wash your hands often with soap and water for at least 20 seconds get more covid-19 prevention tips ,1
90,3/8/2020,were concerned but calm five voices from the frontline against covid-19 ,1
91,3/8/2020,there were rumours doing the rounds that drinking alcohol can protect you from covid-19 but who has cleared the air claiming this rumour is false coronavirus ,1
92,3/8/2020,three more cases of covid-19 confirmed in india taking the total number of cases in the country to 34 coronavirusoutbreak covid19india ,1
93,3/8/2020,assam on a sanitising and quarantining overdrive along the route taken by a us tourist during his tour of the state before leaving for bhutan where he tested positive for covid-19 on march 5 coronavirus coronavirusoutbreak ,1
94,3/8/2020,assam on a sanitising and quarantining overdrive along the route taken by a us tourist during his tour of the state before leaving for bhutan where he tested positive for covid-19 on march 5 coronavirus coronavirusoutbreak ,1
95,3/8/2020,five persons from ranni in pathanamthitta have been admitted to pathanamthitta general hospital with fever and symptoms of covid19 infection with this the total number of covid-19 positive cases rises to 39 coronavirus,1
96,3/8/2020,pm modis visit to bangladesh which would be his first trip abroad in 2020 marks the latest of high-level visits to face hiccups over the caa protests the covid-19 scare and other issues writes narendramodi bangladesh,1
97,3/8/2020,the number of covid-19 cases has risen worldwide to more than 100000 with 3500 dead across 95 nations and territories here are the latest updates coronavirus coronavirusoutbreak ,1
98,3/9/2020,there are an estimated 110000 cases of covid19 worldwide as of march 8 34 states new york city & dc have reported nearly 500 cases of covid-19 almost half of reported cases are in california & washington state see cases in the us ,1
99,3/9/2020,holi the festival of colours has been hit by coronavirus covid-19 as people are scared to celebrate the festival ,1
100,3/9/2020,india has reported 43 covid-19 cases in 9 states and uts so far here is an in-depth guide to coronavirus cases in india ,1
101,3/9/2020,coronavirus underlining the centres preparedness to deal with covid-19 union minister for chemicals and fertilizers dv sadananda gowda on monday said there was sufficient stock of active pharmaceutical ingredients api for the next three months ,1
102,3/9/2020,coronavirus certain politicians turning a blind eye to science and the decision of the who has rushed to stigmatise china and wuhan under the pretext of covid-19 we condemn such despicable behaviour said foreign ministry spokesman geng shuang ,1
103,3/9/2020,coronavirus trading on wallstreet was temporarily halted early on monday as us stocks joined a global rout on crashing oil prices and mounting worries over the coronavirus covid-19 ,1
104,3/9/2020,live in breach of protocol covid-19 samples fetched from vips home in telangana coronavirusoutbreak,1
105,3/9/2020,just in the novel coronavirus covid-19 made its way to maharashtra with two pune residents with a travel history to dubai testing positive on monday ,1
106,3/9/2020,just in coronavirus india to send a c-17 globemaster military aircraft to covid-19-hit iran tonight to evacuate stranded indians official sources pti,1
107,3/9/2020,princeton requires lectures and seminars to go online-only a temporary move amid covid19 outbreak ,1
108,3/10/2020,covid-19 new zealand government accused of flat-footed response ,1
109,3/10/2020,southkorea reported 35 new covid-19 cases bringing total infections in asias biggest coronavirus outbreak outside mainland china to 7513 ,1
110,3/10/2020,italian and south korean nationals who are granted fresh visa issued after 05032020 should carry tested negative for covid-19 medical certificate from designated laboratories of italy and south korea,1
111,3/10/2020,analysis wuhan officials tried to cover up covid19  and sent it careening outward ,1
112,3/11/2020,questions about coronavirus get in touch with what you want to know about covid-19 and well get you the answers bbcyourquestions ,1
113,3/11/2020,coronavirus outbreak the number of people infected in india reaches 58 after kerala pune and karnataka reported new cases two more positive covid-19 cases in kerala coronavirus firstup full show ,1
114,3/11/2020,is it true that hot weather conditions can prevent covid-19 transmission what kind of masks should we wear here are the answers to your queries covid19 coronavirus,1
115,3/12/2020,questions about coronavirus get in touch with what you want to know about covid-19 and our experts will try to get you the answers all day across the bbc bbcyourquestions ,1
116,3/12/2020,q how do you tell the difference between the flu and covid 19 bbcyourquestions - a ,1
117,3/12/2020,q bbcyourquestions question is the plan therefore that most of us get covid-19 and up to 500000 people will die that is effectively the opposite strategy to china and the european continent which is trying to kill the virus at the early stage - a ,1
118,3/12/2020,q what about people with autoimmune conditions is the risk of severe covid19 greater than less than or equal to healthy people i imagine those taking immunosuppressants will be at greater risk but what about those like me not bbcyourquestions - a ,1
119,3/12/2020,q - a ,1
120,3/12/2020,q who are the vulnerable im 60 type 2 diabetic with mild asthma is that vulnerable my other half has chronic lymphocytic leukemia is he one of the vulnerable we need advice on who is vulnerable vis a vis covid-19 bbcyourquestions - a ,1
121,3/12/2020,shes a legend in the fight against hiv now shes taking on covid-19 ,1
122,3/12/2020,pence says us is taking decisive action on covid-19 after trumps confusing speech ,1
123,3/12/2020,detroit suspends water shutoffs over covid-19 fears ,1
124,3/12/2020,cash is king lewis hamilton shocked at australian gp green light during covid-19 outbreak ,1
125,3/12/2020,covid-19 declared epidemic in haryana health minister anil vij said in a tweet coronavirus ,1
126,3/12/2020,our analysis of the the first 50 covid-19 cases in india shows that 39 of them had traveled abroad while 11 contracted the disease locally coronavirusinindia coronavirusoutbreak ,1
127,3/12/2020,the number of people in india who have the new coronavirus disease covid-19 has risen to 73 ,1
128,3/12/2020,as more cases of the new covid-19 are reported worldwide misinformation about the pathogen is also spreading unabated afwafactcheck ,1
129,3/12/2020,covid-19 has killed 337 people in the past 24 hours the who has declared the covid-19 outbreak to be a pandemic with concerns over its geographic spread coronavirus diu read more ,1
130,3/12/2020,coronavirus outbreak china gives it all to contain covid-19 wuhan slowly emerges from lockdown indepth live at ,1
131,3/12/2020,bt says its ceo has tested positive for covid-19 ,1
132,3/12/2020,why covid-19 death rates are not what they seem ,1
133,3/12/2020,health ministry says 1075 new confirmed cases of covid-19 identified 75 new deaths reported in the last 24 hours ,1
134,3/12/2020,a conglomerate of 15 major churches of mizoram has asked its constituents to seek divine intervention to contain the coronavirus covid-19 pandemic said a church leader ,1
135,3/12/2020,tomhanks and his wife rita wilson have both tested positive for covid-19 the us actor said coronavirus ,1
136,3/12/2020,indias first covid-19 death confirmed in karnataka coronaviruspandemic follow our live for more updates ,1
137,3/12/2020,us president donaldtrump said he is suspending all travel between the us and europe for 30 days beginning march 13 as he seeks to combat the covid-19 pandemic coronavirus ,1
138,3/12/2020,the national basketball association has suspended its season until further notice after a utah jazz player tested positive for covid-19 nba coronavirus ,1
139,3/12/2020,just in76-year old man from karnataka who died on tuesday has turned out to be indias first coronavirus fatality tests of samples taken earlier confirmed covid-19 state govt,1
140,3/12/2020,opinion for useful covid19 testing we need to think outside the box  and outside the er ,1
141,3/12/2020,opinion quarantining cities isnt needed but a fast coordinated response to covid19 is essential write former fda commissioner scott gottlieb and epidemiologist caitlin m rivers ,1
142,3/12/2020,coronavirus arrives on capitol hill first senate staffer diagnosed with covid19 ,1
143,3/12/2020,confusion helped speed the spread of the coronavirus to nearly a dozen long-term care facilities at the epicenter of the us outbreak now relatives watch as covid19 tears through seattle-area senior homes its a very helpless feeling ,1
144,3/13/20,there are now 798 confirmed cases of coronavirus in the uk - a rise of 208 since thursday ,1
145,3/13/20,q askcdc what are the ideal community responses that should be occurring to protect individuals from the spread of covid-19 while ensuring food supplies etc are able - a thank you for all the questions a final answer from dr butler to wrap up our q&a ,1
146,3/13/20,q askcdc after an individual is sickened with the covid-19 virus how long before no longer symptomatic or contagious - a ,1
147,3/13/20,unlike anything seen in peacetime nhs prepares for surge in covid-19 cases ,1
148,3/13/20,first covid-19 case happened in november china government records show - report ,1
149,3/13/20,queen forced to cancel engagements for first time because of covid-19 ,1
150,3/13/20,global shortage of covid-19 test kits hits australia as other nations limit exports ,1
151,3/13/20,zhao lijian alleged that us army might have brought the covid19 to wuhan the epicentre of the virus outbreak in china coronaviruspandemic china ,1
152,3/13/20,italy confirmed cases rose to 15113 from a previous 12462 the biggest daily rise in absolute terms since the contagion came to light on feb 2 covid19 coronaviruspandemic ,1
153,3/13/20,brazilian president jair bolsonaros communications secretary fabio wajngarten is in quarantine at his home covid19 coronaviruspandemic ,1
154,3/13/20,the white house says president donald trump has no plans to be tested for the new coronavirus or go into self-quarantine after attending events last weekend with a senior brazilian official who tested positive covid19 coronaviruspandemic ,1
155,3/13/20,according to an estimate nearly 70% of the countrys pharmaceutical raw materials are imported from china alone covid19 coronaviruspandemic ,1
156,3/13/20,coronaviruspandemic the rise in coronavirus cases comes a day after a 76-year-old man died due to covid-19 ,1
157,3/13/20,no covid19 affected patient would be allowed to board the aircraft back home coronaviruspandemic covid19india ,1
158,3/13/20,nearly 50 people have been screened in chhattisgarh but no one has tested positive for covid-19 coronaviruspandemic ,1
159,3/13/20,the precautionary measure was taken as the number of covid-19 cases in up touched 11 coronaviruspandemic ,1
160,3/13/20,the changes are in view of the requests received from the interested biddersand the prevailing situation arising out of covid-19 airindia ,1
161,3/13/20,the uttarpradesh government has ordered the closure of schools and colleges in the state however the examination centres to remain open itcard covid19 coronaviruspandemic ,1
162,3/13/20,correction 68-year-old woman in delhi dies of coronavirus second covid-19 related death in india covid19 coronaviruspandemic more on ,1
163,3/13/20,justin 69-year-old woman in delhi dies of coronavirus second covid-19 related death in india more on covid19 coronaviruspandemic,1
164,3/13/20,coronavirus disha comprising trained social workers and counsellors answers questions about covid-19 from across kerala other indian states and abroad coronaviruspandemic ,1
165,3/13/20,the philippines has confirmed 52 cases of covid19 illness there have been more than 1600 cases in the united states ,1
166,3/13/20,the people including 36 foreigners were kept in quarantine at the itbp facility in chhawla on the outskirts of delhi for the past 16 days covid19,1
167,3/13/20,coronavirus a list of helpline numbers for covid-19 for the different states in india the number of positive cases in india crossed 70 ,1
168,3/13/20,according to a facebook spokesperson there is some work that cannot be done from home for content reviewers some of this work must be done from the office for safety privacy and legal reasons coronaviruspandemic covid19,1
169,3/13/20,coronavirus health officials in karnataka reported the countrys first covid19 death late on march 12 after samples of a 76-year-old man who was a suspected covid-19 patient and passed away on march 10 night tested positive for the disease ,1
170,3/13/20,nepal has halted climbing on all mountains in the country and stopped issuing tourist visas yogesh bhattarai minister for culture tourism and civil aviation said covid19,1
171,3/13/20,as a growing number of countries are resorting to school and university closures there are some online tools that educators and students can use to teach and learn virtually covid19,1
172,3/13/20,according to kalaburagi deputy commissioner mr sharat 31 people who were in direct contact with the man and who were home-quarantined have now been shifted to a quarantine ward ,1
173,3/13/20,now the high priority task on the telangana health department officials is to track doctors medical staff and others who came in contact with the man whose death is the first covid19 casualty in india ,1
174,3/13/20,just in india is the 5th country globally to isolate the covid-19 virus strain the isolation by icmrs national institute of virology will help in future development of drugs vaccines and rapid diagnostic kits ,1
175,3/13/20,just in the total number of passengers screened at airport stands at 1171061 total number of confirmed covid-19 cases across india including foreign nationals as on 13032020 at 0500 pm are 81 reports coronavirusinindia coronaviruspandemic,1
176,3/13/20,icmr which is also the testing agency for the virus has expanded its network of labs equipped to test covid-19 from 51 to 65 ,1
177,3/13/20,just in europe now epicentre of covid-19 pandemic who afp coronaviruspandemic,1
178,3/13/20,just in 124 evacuees from japan 112 evacuees from china being discharged from friday onwards after testing negative for covid-19 say officials pti coronaviruspandemic,1
179,3/13/20,five states dc order all schools closed in effort to prevent spread of covid19 ,1
180,3/14/20,older adults and people w/ severe chronic medical conditions may be at higher risk for severe illness from covid19 if you or a loved one are at increased risk of getting covid-19 act now stay home when possible & make a plan in case you get sick ,1
181,3/14/20,bbc sport relief to help those hit by covid-19 after raising £40m ,1
182,3/14/20,apple closes all stores around world outside china due to covid-19 ,1
183,3/14/20,anti-inflammatories may aggravate covid-19 france advises ,1
184,3/14/20,covid-19 could cause permanent shift towards home working ,1
185,3/14/20,netflix and disney to shut down productions due to covid-19 but frozen sequel to arrive early to streaming ,1
186,3/14/20,colombia said it will close its borders with venezuela and stop visitors who have been in europe or asia coronavirus covid19 ,1
187,3/14/20,thailand reported seven new coronavirus cases on saturday coronaviruspandemic coronavirusupdates covid19india covid19 ,1
188,3/14/20,an indian in rwanda has been tested positive for the novel coronavirus rwanda coronavirus covid19 ,1
189,3/14/20,a couple from spain who arrived in the southern african country on wednesday both tested positive and have been quarantined naminia coronavirus covid19 ,1
190,3/14/20,the new cases bring the total number of infected people in the southeast asian country to 238 malaysia coronavirus covid19 ,1
191,3/14/20,iran is suffering from the worst outbreak in the middle east the virus has also infected a number of senior officials there iran coronavirus covid19 ,1
192,3/14/20,excluding wuhan hubei had reported no new infections for eight consecutive days wuhan coronavirus covid19 ,1
193,3/14/20,around 1500 members were supposed to attend the meeting of the rss from march 15 to 17 coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
194,3/14/20,indian airports have set up a benchmark for other countries in terms of taking precautionary measures coronavirus covid19 ,1
195,3/14/20,imposing restrictions is creating panic among citizens thackeray said maharashtra coronavirus covid19 ,1
196,3/14/20,his family got him discharged from two hospitals against medical advice coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
197,3/14/20,in the four cases tested positive on saturday one person is relative of a covid-19 patient admitted in hinduja hospital who was later shifted to kasturba hospital report coronavirus coronavirusindia covidã¼19 ,1
198,3/14/20,one of them had tested negative for covid19 while the results of rest are awaited nagpur coronaviruspandemic coronavirusupdates coronavirusindia covid19india ,1
199,3/14/20,visitors showing symptoms will be kept out of tirumala and taken to isolation wards at hospital coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
200,3/14/20,govt to treat covid-19 outbreak as notified disaster coronavirus covid2019 ,1
201,3/14/20,chief minister sarbananda sonowal has asked people to take precautions in the wake of the pandemic and not pay heed to any rumours assam coronavirus covid19 ,1
202,3/14/20,the number of novel coronavirus cases in india rose to 83 on saturday which includes one death each from delhi and karnataka the union health ministry said coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
203,3/14/20,the decision to vacate the building and ask staff to work from was taken as a precautionary measure infosys said in a statement coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
204,3/14/20,no confirmed case of covid-19 has been found so far in himachal pradesh coronavirus health himachalpradesh ,1
205,3/14/20,all india hindu mahasabha throws gaumutra party coronavirus covid19 coronavirusindia ,1
206,3/14/20,both the covid19 patients who landed in kerala did not show any symptoms during the mandatory screening at airports coronaviruspandemic coronavirusupdates coronavirusindia covid19india ,1
207,3/14/20,the circular asked people to avoid visiting the court premises unless necessary mumbai coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
208,3/14/20,the karnataka man who had died a few days ago was confirmed to have tested positive for covid19 coronaviruspandemic coronavirusupdates coronavirusindia covid19india ,1
209,3/14/20,one more person tested positive for coronavirus in nagpur on saturday nagpur coronavirus covid19 ,1
210,3/14/20,here are the top practices for a smooth remote-working experience coronaviruspandemic coronavirusupdates covid19 ,1
211,3/14/20,total 12 confirmed cases of covid-19 in uttar pradesh live updates on coronavirus ,1
212,3/14/20,man who travelled to us tests positive for covid-19 in nagpur coronavirusupdates ,1
213,3/14/20,five people have tested positive for novel coronavirus in pimpri-chinchwad near pune city this has led to the total number of confirmed cases of covid-19 reaching 31 on saturday live updates on coronavirus ,1
214,3/14/20,bus conductor driver distribute masks among passengers in karnataka coronavirusupdates coronaviruspandemic coronavirusupdates coronavirusindia covid19india covid19 ,1
215,3/14/20,total cases in india rise to 83 urgent cabinet meeting called at 6 pm coronavirusupdates coronaviruspandemic coronavirusindia covid19india covid19 ,1
216,3/14/20,here are the latest figures for coronavirus cases in india at 9 am on saturday coronavirusupdates coronaviruspandemic coronavirusindia covid19india covid19 diu ,1
217,3/14/20,21 indians stranded in italy reach kochi coronavirusupdates coronaviruspandemic coronavirusindia covid19india covid19 ,1
218,3/14/20,as the spread of covid19 chokes international trade indias tottering economy braces for yet another jolt to read the complete story in the latest issue of indiatodaymagazine subscribe promo ,1
219,3/14/20,covid-19 testing protocol explained by india todays itvideo ,1
220,3/14/20,uk plans to ban mass gatherings next week to curb covid-19 - sky news ,1
221,3/14/20,covid-19 private airport operators association approach the government with a request to allow levying of a nominal passenger facilitation charge as part of airline fares coronavirus covid19 ,1
222,3/14/20,director general of health services dr anil jasinghe said two more cases of covid-19 were identified on saturday ,1
223,3/14/20,guvi an iit madras-incubated start-up has announced that it will offer free online skilling classes to students who are affected by shut-downs related to covid-19 covid19india tamilnadu ,1
224,3/14/20,coronavirus live updates less than 12 hours after telangana reported its only covid-19 patient has recovered another patient has tested positive for the virus more updates ,1
225,3/14/20,union government declares covid-19 a notified disaster for more updates follow our live ,1
226,3/14/20,coronavirus live updates the mha has notified covid-19 as a disaster for providing assistance under state disaster response fund it also announced that the padma awards ceremony scheduled to be held on april 3 has been postponed more updates ,1
227,3/14/20,with who declaring covid-19 a global pandemic the need for social distancing to prevent the spread of the infection is being underscored coronavirus covid19 ,1
228,3/14/20,just in the number of covid-19 cases in maharashtra has now gone up to 31 five poeple from pimpri chinchwad including four from the dubai tour group and one with travel history to thailand are latest to test positive,1
229,3/14/20,around 40 percent of infected americans will be at higher risk for serious covid19 illness study finds live updates ,1
230,3/14/20,i need to leave right now american students rush out of europe amid covid19 pandemic ,1
231,3/14/20,new york sees first death from covid19 an 82-year-old manhattan woman with emphysema live updates ,1
232,3/15/20,abe insists olympics to go ahead as planned despite covid-19 ,1
233,3/15/20,covid-19 is exposing the frailty in autocrats and democrats alike ,1
234,3/15/20,107 people have tested positive for covid-19 in india of which 10 have recovered so far follow our detailed guide for latest updates and daily trends on coronavirusoutbreak coronavirusinindia by ,1
235,3/15/20,australias war cabinet set to meet as covid-19 cases surpass 250 ,1
236,3/15/20,south african president ramaphosa declares covid-19 a national disaster ,1
237,3/15/20,analysis the house moved quickly on a covid19 response bill these 4 takeaways explain whats likely to happen next ,1
238,3/16/20,health experts criticise nhs advice to take ibuprofen for covid-19 ,1
239,3/16/20,everyone is scared to speak up a&e doctor asks for covid-19 tests ,1
240,3/16/20,belgium hands powers to caretaker pm to fight covid-19 after 15-month stalemate ,1
241,3/16/20,both slammed donald trumps response to covid-19 ,1
242,3/16/20,newsanalysis a british era law empowers the government to prosecute novel coronavirus suspects and covid-19 patients if they are found to disobey regulations and advisories issued by the health authorities ,1
